Sequence	length	Acc	Organism
CM068577.1:181407304-181408015_2	119	CM068577.1	Aedes_albopictus
CM068577.1:177391203-177391913_1	237	CM068577.1	Aedes_albopictus
CM068577.1:178447834-178448544_1	237	CM068577.1	Aedes_albopictus
CM068577.1:270379334-270380044_1	237	CM068577.1	Aedes_albopictus
CM068578.1:283903548-283904258_1	237	CM068578.1	Aedes_albopictus
CM068578.1:416413297-416414007_1	237	CM068578.1	Aedes_albopictus
CM068578.1:317304389-317305097_1	54	CM068578.1	Aedes_albopictus
CM068578.1:408446479-408447186_1	236	CM068578.1	Aedes_albopictus
CM068578.1:277090269-277090973_1	235	CM068578.1	Aedes_albopictus
CM068579.1:272950862-272951566_1	235	CM068579.1	Aedes_albopictus
CM068577.1:24653059-24653760_1	166	CM068577.1	Aedes_albopictus
CM068578.1:175576624-175577325_1	234	CM068578.1	Aedes_albopictus
CM068579.1:7868583-7869284_1	234	CM068579.1	Aedes_albopictus
CM068578.1:96647758-96648458_1	91	CM068578.1	Aedes_albopictus
CM068578.1:96647758-96648458_2	150	CM068578.1	Aedes_albopictus
JAXRKM010000228.1:2708-3406_1	233	JAXRKM010000228.1	Aedes_albopictus
CM068577.1:175349951-175350646_1	232	CM068577.1	Aedes_albopictus
CM068577.1:177102850-177103545_1	232	CM068577.1	Aedes_albopictus
CM068578.1:280132839-280133534_1	232	CM068578.1	Aedes_albopictus
CM068579.1:194908942-194909637_1	232	CM068579.1	Aedes_albopictus
CM068577.1:15077796-15078488_1	231	CM068577.1	Aedes_albopictus
CM068577.1:195083300-195083992_1	231	CM068577.1	Aedes_albopictus
CM068578.1:345064110-345064802_1	231	CM068578.1	Aedes_albopictus
CM068579.1:38746167-38746859_1	231	CM068579.1	Aedes_albopictus
CM068577.1:109286580-109287269_1	230	CM068577.1	Aedes_albopictus
CM068577.1:78742213-78742902_1	230	CM068577.1	Aedes_albopictus
CM068578.1:385263097-385263786_1	125	CM068578.1	Aedes_albopictus
CM068578.1:385263097-385263786_2	30	CM068578.1	Aedes_albopictus
CM068579.1:201480108-201480797_1	230	CM068579.1	Aedes_albopictus
CM068579.1:356703197-356703886_1	230	CM068579.1	Aedes_albopictus
CM068577.1:35503647-35504333_1	55	CM068577.1	Aedes_albopictus
CM068577.1:35503647-35504333_2	148	CM068577.1	Aedes_albopictus
CM068578.1:323678310-323678993_1	228	CM068578.1	Aedes_albopictus
CM068577.1:205293334-205294016_1	157	CM068577.1	Aedes_albopictus
CM068578.1:270430446-270431126_1	227	CM068578.1	Aedes_albopictus
CM068578.1:489320522-489321202_1	89	CM068578.1	Aedes_albopictus
CM068578.1:489320522-489321202_2	118	CM068578.1	Aedes_albopictus
CM068578.1:61195045-61195725_1	227	CM068578.1	Aedes_albopictus
CM068578.1:279359640-279360318_1	186	CM068578.1	Aedes_albopictus
CM068577.1:175403367-175404044_1	135	CM068577.1	Aedes_albopictus
CM068578.1:112288604-112289281_1	226	CM068578.1	Aedes_albopictus
CM068578.1:22234871-22235548_1	136	CM068578.1	Aedes_albopictus
CM068578.1:22234871-22235548_2	35	CM068578.1	Aedes_albopictus
CM068579.1:226341852-226342529_1	204	CM068579.1	Aedes_albopictus
CM068578.1:239628007-239628681_1	225	CM068578.1	Aedes_albopictus
CM068577.1:124891005-124891676_1	224	CM068577.1	Aedes_albopictus
CM068577.1:174560392-174561063_1	224	CM068577.1	Aedes_albopictus
CM068578.1:276010667-276011338_1	224	CM068578.1	Aedes_albopictus
CM068578.1:327307674-327308345_1	224	CM068578.1	Aedes_albopictus
CM068579.1:211508714-211509385_1	224	CM068579.1	Aedes_albopictus
CM068579.1:325982167-325982838_1	224	CM068579.1	Aedes_albopictus
CM068578.1:497409201-497409871_1	71	CM068578.1	Aedes_albopictus
CM068578.1:497409201-497409871_2	148	CM068578.1	Aedes_albopictus
CM068577.1:15201695-15202363_1	223	CM068577.1	Aedes_albopictus
CM068579.1:201357802-201358470_1	223	CM068579.1	Aedes_albopictus
CM068577.1:160686426-160687091_1	222	CM068577.1	Aedes_albopictus
CM068577.1:181257026-181257691_1	222	CM068577.1	Aedes_albopictus
CM068577.1:222304885-222305550_1	222	CM068577.1	Aedes_albopictus
CM068578.1:396373896-396374561_1	174	CM068578.1	Aedes_albopictus
CM068579.1:179466589-179467254_1	222	CM068579.1	Aedes_albopictus
CM068579.1:261746690-261747355_1	222	CM068579.1	Aedes_albopictus
CM068579.1:268598871-268599536_1	222	CM068579.1	Aedes_albopictus
CM068579.1:334266172-334266837_1	222	CM068579.1	Aedes_albopictus
CM068578.1:378739684-378740348_1	91	CM068578.1	Aedes_albopictus
CM068578.1:378739684-378740348_2	85	CM068578.1	Aedes_albopictus
CM068578.1:85282684-85283348_1	65	CM068578.1	Aedes_albopictus
CM068578.1:85282684-85283348_2	105	CM068578.1	Aedes_albopictus
CM068577.1:180305027-180305689_1	194	CM068577.1	Aedes_albopictus
CM068577.1:215192520-215193182_1	221	CM068577.1	Aedes_albopictus
CM068577.1:70646416-70647078_1	221	CM068577.1	Aedes_albopictus
CM068578.1:267235603-267236265_1	221	CM068578.1	Aedes_albopictus
CM068578.1:267475784-267476446_1	221	CM068578.1	Aedes_albopictus
CM068579.1:22706155-22706817_1	221	CM068579.1	Aedes_albopictus
CM068577.1:180465900-180466559_1	220	CM068577.1	Aedes_albopictus
CM068577.1:252131729-252132388_1	220	CM068577.1	Aedes_albopictus
CM068579.1:106828497-106829156_1	220	CM068579.1	Aedes_albopictus
CM068579.1:426874990-426875649_1	220	CM068579.1	Aedes_albopictus
CM068577.1:166052510-166053166_1	111	CM068577.1	Aedes_albopictus
CM068577.1:166052510-166053166_2	87	CM068577.1	Aedes_albopictus
CM068577.1:247057304-247057960_1	219	CM068577.1	Aedes_albopictus
CM068578.1:236488557-236489213_1	219	CM068578.1	Aedes_albopictus
CM068578.1:267352077-267352733_1	150	CM068578.1	Aedes_albopictus
CM068578.1:277576631-277577287_1	219	CM068578.1	Aedes_albopictus
CM068579.1:334267705-334268361_1	219	CM068579.1	Aedes_albopictus
CM068579.1:55632532-55633188_1	219	CM068579.1	Aedes_albopictus
CM068577.1:219864290-219864943_1	218	CM068577.1	Aedes_albopictus
CM068577.1:239669837-239670490_1	218	CM068577.1	Aedes_albopictus
CM068577.1:243789381-243790034_1	205	CM068577.1	Aedes_albopictus
CM068577.1:287098308-287098961_1	218	CM068577.1	Aedes_albopictus
CM068578.1:197329064-197329717_1	218	CM068578.1	Aedes_albopictus
CM068578.1:338365538-338366191_1	218	CM068578.1	Aedes_albopictus
CM068578.1:53701368-53702021_1	218	CM068578.1	Aedes_albopictus
CM068579.1:155468238-155468891_1	218	CM068579.1	Aedes_albopictus
CM068579.1:213077814-213078467_1	218	CM068579.1	Aedes_albopictus
CM068579.1:257764132-257764785_1	216	CM068579.1	Aedes_albopictus
CM068577.1:233110777-233111427_1	217	CM068577.1	Aedes_albopictus
CM068577.1:36727223-36727873_1	217	CM068577.1	Aedes_albopictus
CM068577.1:55731111-55731761_1	151	CM068577.1	Aedes_albopictus
CM068578.1:180081154-180081804_1	217	CM068578.1	Aedes_albopictus
CM068578.1:270574327-270574977_1	217	CM068578.1	Aedes_albopictus
CM068578.1:318080662-318081312_1	217	CM068578.1	Aedes_albopictus
CM068579.1:112445778-112446428_1	217	CM068579.1	Aedes_albopictus
CM068579.1:209541903-209542553_1	212	CM068579.1	Aedes_albopictus
JAXRKM010000013.1:119959-120609_1	203	JAXRKM010000013.1	Aedes_albopictus
CM068577.1:263891048-263891695_1	216	CM068577.1	Aedes_albopictus
CM068577.1:313077221-313077868_1	216	CM068577.1	Aedes_albopictus
CM068578.1:400546793-400547440_1	216	CM068578.1	Aedes_albopictus
CM068579.1:73275045-73275692_1	216	CM068579.1	Aedes_albopictus
CM068578.1:157024422-157025066_1	215	CM068578.1	Aedes_albopictus
CM068578.1:270429093-270429737_1	215	CM068578.1	Aedes_albopictus
CM068579.1:207017848-207018492_1	215	CM068579.1	Aedes_albopictus
CM068579.1:231723859-231724503_1	215	CM068579.1	Aedes_albopictus
CM068579.1:252098171-252098815_1	215	CM068579.1	Aedes_albopictus
CM068578.1:401008040-401008681_1	170	CM068578.1	Aedes_albopictus
CM068578.1:401008040-401008681_2	31	CM068578.1	Aedes_albopictus
CM068579.1:89124856-89125497_1	187	CM068579.1	Aedes_albopictus
CM068579.1:210149125-210149765_1	129	CM068579.1	Aedes_albopictus
CM068579.1:210149125-210149765_2	86	CM068579.1	Aedes_albopictus
CM068577.1:79557715-79558353_1	213	CM068577.1	Aedes_albopictus
CM068578.1:346205566-346206204_1	213	CM068578.1	Aedes_albopictus
CM068579.1:123441332-123441970_1	213	CM068579.1	Aedes_albopictus
CM068579.1:74661255-74661893_1	213	CM068579.1	Aedes_albopictus
CM068579.1:864487-865123_1	71	CM068579.1	Aedes_albopictus
CM068579.1:864487-865123_2	96	CM068579.1	Aedes_albopictus
CM068577.1:222792117-222792752_1	70	CM068577.1	Aedes_albopictus
CM068577.1:222792117-222792752_2	118	CM068577.1	Aedes_albopictus
CM068577.1:225274592-225275227_1	212	CM068577.1	Aedes_albopictus
CM068579.1:159791943-159792578_1	94	CM068579.1	Aedes_albopictus
CM068579.1:159791943-159792578_2	48	CM068579.1	Aedes_albopictus
CM068578.1:178532291-178532923_1	211	CM068578.1	Aedes_albopictus
CM068578.1:273757287-273757919_1	211	CM068578.1	Aedes_albopictus
JAXRKM010000609.1:9273-9905_1	211	JAXRKM010000609.1	Aedes_albopictus
JAXRKM010000689.1:20149-20781_1	211	JAXRKM010000689.1	Aedes_albopictus
CM068577.1:165252001-165252630_1	210	CM068577.1	Aedes_albopictus
CM068577.1:177485544-177486173_1	92	CM068577.1	Aedes_albopictus
CM068577.1:177485544-177486173_2	118	CM068577.1	Aedes_albopictus
CM068577.1:313709253-313709882_1	66	CM068577.1	Aedes_albopictus
CM068577.1:313709253-313709882_2	116	CM068577.1	Aedes_albopictus
CM068578.1:268710641-268711270_1	181	CM068578.1	Aedes_albopictus
CM068579.1:205252137-205252766_1	210	CM068579.1	Aedes_albopictus
CM068579.1:212680795-212681424_1	107	CM068579.1	Aedes_albopictus
CM068577.1:151328506-151329132_1	124	CM068577.1	Aedes_albopictus
CM068577.1:151328506-151329132_2	79	CM068577.1	Aedes_albopictus
CM068577.1:234955488-234956114_1	209	CM068577.1	Aedes_albopictus
CM068578.1:141204078-141204704_1	209	CM068578.1	Aedes_albopictus
CM068578.1:228462696-228463322_1	209	CM068578.1	Aedes_albopictus
CM068578.1:263405305-263405931_1	54	CM068578.1	Aedes_albopictus
CM068578.1:263405305-263405931_2	150	CM068578.1	Aedes_albopictus
CM068577.1:301599080-301599705_1	192	CM068577.1	Aedes_albopictus
CM068579.1:30189739-30190363_1	56	CM068579.1	Aedes_albopictus
CM068579.1:30189739-30190363_2	145	CM068579.1	Aedes_albopictus
CM068578.1:168631125-168631748_1	208	CM068578.1	Aedes_albopictus
CM068578.1:383641752-383642375_1	181	CM068578.1	Aedes_albopictus
CM068578.1:513535039-513535662_1	208	CM068578.1	Aedes_albopictus
CM068579.1:213509238-213509861_1	208	CM068579.1	Aedes_albopictus
CM068579.1:298796559-298797182_1	208	CM068579.1	Aedes_albopictus
CM068577.1:53809690-53810310_1	176	CM068577.1	Aedes_albopictus
CM068578.1:183360655-183361275_1	207	CM068578.1	Aedes_albopictus
CM068579.1:254952038-254952658_1	176	CM068579.1	Aedes_albopictus
CM068578.1:272423565-272424182_1	206	CM068578.1	Aedes_albopictus
CM068578.1:279480292-279480909_1	206	CM068578.1	Aedes_albopictus
CM068578.1:405045818-405046435_1	182	CM068578.1	Aedes_albopictus
CM068578.1:405045818-405046435_2	37	CM068578.1	Aedes_albopictus
CM068578.1:494963862-494964479_1	206	CM068578.1	Aedes_albopictus
CM068577.1:317566882-317567496_1	205	CM068577.1	Aedes_albopictus
CM068578.1:416214598-416215212_1	205	CM068578.1	Aedes_albopictus
CM068579.1:246728309-246728923_1	205	CM068579.1	Aedes_albopictus
CM068577.1:116991415-116992026_1	126	CM068577.1	Aedes_albopictus
CM068577.1:116991415-116992026_2	47	CM068577.1	Aedes_albopictus
CM068577.1:211983519-211984130_1	204	CM068577.1	Aedes_albopictus
CM068577.1:83446263-83446874_1	204	CM068577.1	Aedes_albopictus
CM068578.1:156262753-156263364_1	204	CM068578.1	Aedes_albopictus
CM068578.1:336041627-336042238_1	204	CM068578.1	Aedes_albopictus
CM068578.1:400338270-400338881_1	157	CM068578.1	Aedes_albopictus
CM068577.1:11026265-11026875_1	203	CM068577.1	Aedes_albopictus
CM068577.1:134849428-134850036_1	203	CM068577.1	Aedes_albopictus
CM068577.1:180715381-180715989_1	118	CM068577.1	Aedes_albopictus
CM068577.1:295680989-295681597_1	203	CM068577.1	Aedes_albopictus
CM068578.1:121313325-121313933_1	203	CM068578.1	Aedes_albopictus
CM068578.1:265895383-265895991_1	203	CM068578.1	Aedes_albopictus
CM068578.1:278476954-278477562_1	203	CM068578.1	Aedes_albopictus
CM068578.1:508812239-508812847_1	203	CM068578.1	Aedes_albopictus
CM068579.1:218625319-218625927_1	203	CM068579.1	Aedes_albopictus
CM068579.1:408063589-408064197_1	203	CM068579.1	Aedes_albopictus
JAXRKM010000046.1:81883-82491_1	203	JAXRKM010000046.1	Aedes_albopictus
CM068577.1:281421755-281422360_1	202	CM068577.1	Aedes_albopictus
CM068577.1:337977098-337977703_1	160	CM068577.1	Aedes_albopictus
CM068578.1:188288787-188289392_1	202	CM068578.1	Aedes_albopictus
CM068578.1:276999646-277000251_1	202	CM068578.1	Aedes_albopictus
CM068579.1:297892353-297892958_1	107	CM068579.1	Aedes_albopictus
CM068579.1:297892353-297892958_2	85	CM068579.1	Aedes_albopictus
CM068579.1:436458660-436459265_1	151	CM068579.1	Aedes_albopictus
CM068579.1:61494250-61494855_1	202	CM068579.1	Aedes_albopictus
CM068579.1:73276047-73276652_1	202	CM068579.1	Aedes_albopictus
CM068577.1:211699199-211699803_1	186	CM068577.1	Aedes_albopictus
CM068578.1:488160059-488160662_1	153	CM068578.1	Aedes_albopictus
CM068577.1:119694944-119695546_1	201	CM068577.1	Aedes_albopictus
CM068578.1:318079153-318079755_1	201	CM068578.1	Aedes_albopictus
CM068578.1:416187009-416187611_1	201	CM068578.1	Aedes_albopictus
CM068577.1:228985865-228986465_1	35	CM068577.1	Aedes_albopictus
CM068577.1:139730831-139731430_1	200	CM068577.1	Aedes_albopictus
CM068578.1:270609078-270609677_1	200	CM068578.1	Aedes_albopictus
CM068578.1:401007424-401008023_1	200	CM068578.1	Aedes_albopictus
CM068577.1:145779092-145779688_1	125	CM068577.1	Aedes_albopictus
CM068577.1:145779092-145779688_2	65	CM068577.1	Aedes_albopictus
CM068577.1:148621655-148622251_1	68	CM068577.1	Aedes_albopictus
CM068577.1:148621655-148622251_2	127	CM068577.1	Aedes_albopictus
CM068578.1:412312877-412313472_1	121	CM068578.1	Aedes_albopictus
CM068578.1:412312877-412313472_2	75	CM068578.1	Aedes_albopictus
CM068577.1:177117740-177118334_1	98	CM068577.1	Aedes_albopictus
CM068577.1:177117740-177118334_2	99	CM068577.1	Aedes_albopictus
CM068577.1:174665356-174665949_1	126	CM068577.1	Aedes_albopictus
CM068577.1:174665356-174665949_2	57	CM068577.1	Aedes_albopictus
CM068577.1:21491264-21491857_1	198	CM068577.1	Aedes_albopictus
CM068579.1:137547199-137547792_1	111	CM068579.1	Aedes_albopictus
CM068579.1:137547199-137547792_2	65	CM068579.1	Aedes_albopictus
CM068579.1:155044709-155045302_1	160	CM068579.1	Aedes_albopictus
CM068579.1:157265783-157266376_1	198	CM068579.1	Aedes_albopictus
CM068579.1:210704852-210705445_1	173	CM068579.1	Aedes_albopictus
CM068577.1:252129647-252130237_1	106	CM068577.1	Aedes_albopictus
CM068578.1:507242697-507243287_1	197	CM068578.1	Aedes_albopictus
JAXRKM010000250.1:32628-33218_1	197	JAXRKM010000250.1	Aedes_albopictus
CM068577.1:167973147-167973735_1	55	CM068577.1	Aedes_albopictus
CM068577.1:167973147-167973735_2	37	CM068577.1	Aedes_albopictus
CM068577.1:111788213-111788800_1	196	CM068577.1	Aedes_albopictus
CM068579.1:222680397-222680984_1	191	CM068579.1	Aedes_albopictus
CM068579.1:229971806-229972393_1	196	CM068579.1	Aedes_albopictus
CM068578.1:253436914-253437500_1	115	CM068578.1	Aedes_albopictus
CM068578.1:253436914-253437500_2	69	CM068578.1	Aedes_albopictus
CM068578.1:268004896-268005480_1	191	CM068578.1	Aedes_albopictus
CM068577.1:178448558-178449139_1	194	CM068577.1	Aedes_albopictus
CM068578.1:269109578-269110159_1	194	CM068578.1	Aedes_albopictus
CM068578.1:497410219-497410800_1	54	CM068578.1	Aedes_albopictus
CM068578.1:497410219-497410800_2	138	CM068578.1	Aedes_albopictus
CM068579.1:108372153-108372734_1	125	CM068579.1	Aedes_albopictus
CM068579.1:108372153-108372734_2	50	CM068579.1	Aedes_albopictus
CM068579.1:260096422-260097003_1	168	CM068579.1	Aedes_albopictus
CM068579.1:358498313-358498894_1	194	CM068579.1	Aedes_albopictus
CM068578.1:270235335-270235913_1	193	CM068578.1	Aedes_albopictus
CM068578.1:27475938-27476516_1	193	CM068578.1	Aedes_albopictus
CM068578.1:32538871-32539449_1	193	CM068578.1	Aedes_albopictus
CM068577.1:25865873-25866448_1	192	CM068577.1	Aedes_albopictus
CM068577.1:39254832-39255407_1	181	CM068577.1	Aedes_albopictus
CM068578.1:406718141-406718716_1	192	CM068578.1	Aedes_albopictus
CM068579.1:22704957-22705532_1	192	CM068579.1	Aedes_albopictus
CM068579.1:287590547-287591122_1	192	CM068579.1	Aedes_albopictus
CM068579.1:92164727-92165302_1	192	CM068579.1	Aedes_albopictus
JAXRKM010000341.1:12793-13368_1	192	JAXRKM010000341.1	Aedes_albopictus
CM068577.1:13131977-13132549_1	191	CM068577.1	Aedes_albopictus
CM068577.1:159139574-159140146_1	191	CM068577.1	Aedes_albopictus
CM068577.1:69263625-69264197_1	94	CM068577.1	Aedes_albopictus
CM068578.1:187154633-187155205_1	191	CM068578.1	Aedes_albopictus
CM068579.1:357580856-357581428_1	191	CM068579.1	Aedes_albopictus
CM068579.1:45330836-45331408_1	191	CM068579.1	Aedes_albopictus
CM068579.1:8375051-8375623_1	118	CM068579.1	Aedes_albopictus
JAXRKM010000024.1:50565-51137_1	176	JAXRKM010000024.1	Aedes_albopictus
CM068577.1:128263542-128264111_1	190	CM068577.1	Aedes_albopictus
CM068577.1:180592288-180592857_1	190	CM068577.1	Aedes_albopictus
CM068577.1:180650498-180651067_1	190	CM068577.1	Aedes_albopictus
CM068577.1:192328446-192329015_1	190	CM068577.1	Aedes_albopictus
CM068577.1:312254982-312255551_1	190	CM068577.1	Aedes_albopictus
CM068577.1:98225598-98226167_1	190	CM068577.1	Aedes_albopictus
CM068578.1:240394621-240395190_1	190	CM068578.1	Aedes_albopictus
CM068578.1:268899244-268899813_1	190	CM068578.1	Aedes_albopictus
CM068578.1:274383870-274384439_1	190	CM068578.1	Aedes_albopictus
CM068578.1:441848958-441849527_1	190	CM068578.1	Aedes_albopictus
CM068578.1:96648464-96649033_1	190	CM068578.1	Aedes_albopictus
CM068579.1:166244718-166245287_1	190	CM068579.1	Aedes_albopictus
CM068579.1:165577254-165577822_1	79	CM068579.1	Aedes_albopictus
CM068577.1:116887139-116887705_1	189	CM068577.1	Aedes_albopictus
CM068577.1:122427709-122428275_1	189	CM068577.1	Aedes_albopictus
CM068577.1:178282076-178282642_1	189	CM068577.1	Aedes_albopictus
CM068578.1:104706965-104707531_1	189	CM068578.1	Aedes_albopictus
CM068578.1:259899725-259900291_1	189	CM068578.1	Aedes_albopictus
CM068579.1:137177206-137177772_1	91	CM068579.1	Aedes_albopictus
CM068579.1:144021847-144022413_1	155	CM068579.1	Aedes_albopictus
CM068579.1:144021847-144022413_2	32	CM068579.1	Aedes_albopictus
CM068579.1:308739315-308739881_1	189	CM068579.1	Aedes_albopictus
CM068579.1:322163478-322164044_1	58	CM068579.1	Aedes_albopictus
CM068579.1:38512146-38512712_1	189	CM068579.1	Aedes_albopictus
CM068579.1:436710682-436711248_1	189	CM068579.1	Aedes_albopictus
CM068579.1:443452674-443453240_1	189	CM068579.1	Aedes_albopictus
CM068577.1:258853869-258854432_1	61	CM068577.1	Aedes_albopictus
CM068577.1:258853869-258854432_2	115	CM068577.1	Aedes_albopictus
CM068577.1:43062375-43062938_1	188	CM068577.1	Aedes_albopictus
CM068578.1:229609355-229609918_1	99	CM068578.1	Aedes_albopictus
CM068578.1:229609355-229609918_2	66	CM068578.1	Aedes_albopictus
CM068578.1:249325904-249326467_1	188	CM068578.1	Aedes_albopictus
CM068578.1:269618546-269619109_1	188	CM068578.1	Aedes_albopictus
CM068578.1:54725716-54726279_1	188	CM068578.1	Aedes_albopictus
CM068579.1:155762018-155762581_1	188	CM068579.1	Aedes_albopictus
CM068579.1:218777251-218777814_1	61	CM068579.1	Aedes_albopictus
CM068579.1:218777251-218777814_2	124	CM068579.1	Aedes_albopictus
CM068579.1:363593751-363594314_1	188	CM068579.1	Aedes_albopictus
CM068579.1:76444567-76445129_1	113	CM068579.1	Aedes_albopictus
CM068579.1:76444567-76445129_2	68	CM068579.1	Aedes_albopictus
CM068577.1:205294764-205295324_1	187	CM068577.1	Aedes_albopictus
CM068578.1:112072063-112072623_1	153	CM068578.1	Aedes_albopictus
CM068578.1:112072063-112072623_2	31	CM068578.1	Aedes_albopictus
CM068578.1:262872805-262873365_1	187	CM068578.1	Aedes_albopictus
JAXRKM010000786.1:12537-13097_1	187	JAXRKM010000786.1	Aedes_albopictus
CM068577.1:309600372-309600929_1	78	CM068577.1	Aedes_albopictus
CM068577.1:309600372-309600929_2	98	CM068577.1	Aedes_albopictus
CM068578.1:266469863-266470420_1	186	CM068578.1	Aedes_albopictus
CM068578.1:276483988-276484545_1	73	CM068578.1	Aedes_albopictus
CM068579.1:254825492-254826049_1	186	CM068579.1	Aedes_albopictus
CM068577.1:329172765-329173319_1	152	CM068577.1	Aedes_albopictus
CM068578.1:271293657-271294211_1	26	CM068578.1	Aedes_albopictus
CM068578.1:271293657-271294211_2	49	CM068578.1	Aedes_albopictus
CM068578.1:27343768-27344322_1	185	CM068578.1	Aedes_albopictus
CM068578.1:278160876-278161430_1	173	CM068578.1	Aedes_albopictus
