Sequence,length,Acc,Organism
CM068577.1:233088586-233090625|Metaviridae|Metavirus|Cladosporium_1,680,CM068577.1,Aedes_albopictus
CM068577.1:233371134-233373209|Metaviridae|Metavirus|Cladosporium_1,692,CM068577.1,Aedes_albopictus
CM068577.1:234479896-234481959|Metaviridae|Metavirus|Cladosporium_1,688,CM068577.1,Aedes_albopictus
CM068577.1:235230367-235232508|Metaviridae|Metavirus|Cladosporium_1,714,CM068577.1,Aedes_albopictus
CM068577.1:235324460-235324939|Metaviridae|Metavirus|Cladosporium_1,160,CM068577.1,Aedes_albopictus
CM068577.1:236600985-236603135|Metaviridae|Metavirus|Cladosporium_1,717,CM068577.1,Aedes_albopictus
CM068577.1:237518346-237518534|Metaviridae|Metavirus|Cladosporium_1,63,CM068577.1,Aedes_albopictus
CM068577.1:238035699-238036220|Metaviridae|Metavirus|Cladosporium_1,174,CM068577.1,Aedes_albopictus
CM068577.1:238507985-238509334|Metaviridae|Metavirus|Cladosporium_1,371,CM068577.1,Aedes_albopictus
CM068577.1:238507985-238509334|Metaviridae|Metavirus|Cladosporium_2,43,CM068577.1,Aedes_albopictus
CM068577.1:240762429-240763481|Metaviridae|Metavirus|Cladosporium_1,345,CM068577.1,Aedes_albopictus
CM068577.1:242808914-242810992|Metaviridae|Metavirus|Cladosporium_1,693,CM068577.1,Aedes_albopictus
CM068577.1:243349025-243351091|Metaviridae|Metavirus|Cladosporium_1,689,CM068577.1,Aedes_albopictus
CM068577.1:244756835-244759121|Metaviridae|Metavirus|Cladosporium_1,237,CM068577.1,Aedes_albopictus
CM068577.1:244756835-244759121|Metaviridae|Metavirus|Cladosporium_2,299,CM068577.1,Aedes_albopictus
CM068577.1:244756835-244759121|Metaviridae|Metavirus|Cladosporium_3,179,CM068577.1,Aedes_albopictus
CM068577.1:244932964-244935135|Metaviridae|Metavirus|Cladosporium_1,724,CM068577.1,Aedes_albopictus
CM068577.1:245119987-245122146|Metaviridae|Metavirus|Cladosporium_1,720,CM068577.1,Aedes_albopictus
CM068577.1:246675401-246677560|Metaviridae|Metavirus|Cladosporium_1,720,CM068577.1,Aedes_albopictus
CM068577.1:246956824-246958674|Metaviridae|Metavirus|Cladosporium_1,617,CM068577.1,Aedes_albopictus
CM068577.1:247789424-247791517|Metaviridae|Metavirus|Cladosporium_1,698,CM068577.1,Aedes_albopictus
CM068577.1:248593921-248596050|Metaviridae|Metavirus|Cladosporium_1,710,CM068577.1,Aedes_albopictus
CM068577.1:248871898-248873973|Metaviridae|Metavirus|Cladosporium_1,692,CM068577.1,Aedes_albopictus
CM068577.1:255576743-255578761|Metaviridae|Metavirus|Cladosporium_1,673,CM068577.1,Aedes_albopictus
CM068577.1:256441579-256441878|Metaviridae|Metavirus|Cladosporium_1,100,CM068577.1,Aedes_albopictus
CM068577.1:258505850-258507997|Metaviridae|Metavirus|Cladosporium_1,716,CM068577.1,Aedes_albopictus
CM068577.1:260272195-260272881|Metaviridae|Metavirus|Cladosporium_1,229,CM068577.1,Aedes_albopictus
CM068577.1:261788392-261788841|Metaviridae|Metavirus|Cladosporium_1,150,CM068577.1,Aedes_albopictus
CM068577.1:261812967-261815102|Metaviridae|Metavirus|Cladosporium_1,142,CM068577.1,Aedes_albopictus
CM068577.1:261812967-261815102|Metaviridae|Metavirus|Cladosporium_2,561,CM068577.1,Aedes_albopictus
CM068577.1:262447785-262449749|Metaviridae|Metavirus|Cladosporium_1,292,CM068577.1,Aedes_albopictus
CM068577.1:262447785-262449749|Metaviridae|Metavirus|Cladosporium_2,261,CM068577.1,Aedes_albopictus
CM068577.1:263060582-263061058|Metaviridae|Metavirus|Cladosporium_1,34,CM068577.1,Aedes_albopictus
CM068577.1:263060582-263061058|Metaviridae|Metavirus|Cladosporium_2,78,CM068577.1,Aedes_albopictus
CM068577.1:266923005-266923265|Metaviridae|Metavirus|Cladosporium_1,87,CM068577.1,Aedes_albopictus
CM068577.1:267409046-267410899|Metaviridae|Metavirus|Cladosporium_1,618,CM068577.1,Aedes_albopictus
CM068577.1:268536231-268538299|Metaviridae|Metavirus|Cladosporium_1,213,CM068577.1,Aedes_albopictus
CM068577.1:268536231-268538299|Metaviridae|Metavirus|Cladosporium_2,477,CM068577.1,Aedes_albopictus
CM068577.1:268763258-268763743|Metaviridae|Metavirus|Cladosporium_1,23,CM068577.1,Aedes_albopictus
CM068577.1:269820511-269822667|Metaviridae|Metavirus|Cladosporium_1,487,CM068577.1,Aedes_albopictus
CM068577.1:269820511-269822667|Metaviridae|Metavirus|Cladosporium_2,213,CM068577.1,Aedes_albopictus
CM068577.1:275226335-275228404|Metaviridae|Metavirus|Cladosporium_1,690,CM068577.1,Aedes_albopictus
CM068577.1:276664889-276667048|Metaviridae|Metavirus|Cladosporium_1,720,CM068577.1,Aedes_albopictus
CM068577.1:280387740-280389893|Metaviridae|Metavirus|Cladosporium_1,718,CM068577.1,Aedes_albopictus
CM068577.1:281420856-281421527|Metaviridae|Metavirus|Cladosporium_1,224,CM068577.1,Aedes_albopictus
CM068577.1:282512520-282514601|Metaviridae|Metavirus|Cladosporium_1,694,CM068577.1,Aedes_albopictus
CM068577.1:283934144-283934854|Metaviridae|Metavirus|Cladosporium_1,237,CM068577.1,Aedes_albopictus
CM068577.1:287429830-287431986|Metaviridae|Metavirus|Cladosporium_1,719,CM068577.1,Aedes_albopictus
CM068577.1:291562181-291564274|Metaviridae|Metavirus|Cladosporium_1,698,CM068577.1,Aedes_albopictus
CM068577.1:291932723-291934870|Metaviridae|Metavirus|Cladosporium_1,716,CM068577.1,Aedes_albopictus
CM068577.1:297503948-297506113|Metaviridae|Metavirus|Cladosporium_1,722,CM068577.1,Aedes_albopictus
CM068577.1:301591225-301592751|Metaviridae|Metavirus|Cladosporium_1,509,CM068577.1,Aedes_albopictus
CM068577.1:305489079-305491247|Metaviridae|Metavirus|Cladosporium_1,723,CM068577.1,Aedes_albopictus
CM068577.1:305797675-305797959|Metaviridae|Metavirus|Cladosporium_1,36,CM068577.1,Aedes_albopictus
CM068577.1:306735911-306738067|Metaviridae|Metavirus|Cladosporium_1,719,CM068577.1,Aedes_albopictus
CM068577.1:307202397-307204436|Metaviridae|Metavirus|Cladosporium_1,680,CM068577.1,Aedes_albopictus
CM068577.1:308376810-308377526|Metaviridae|Metavirus|Cladosporium_1,239,CM068577.1,Aedes_albopictus
CM068577.1:310192020-310194233|Metaviridae|Metavirus|Cladosporium_1,738,CM068577.1,Aedes_albopictus
CM068577.1:310349108-310351282|Metaviridae|Metavirus|Cladosporium_1,725,CM068577.1,Aedes_albopictus
CM068577.1:312081313-312081816|Metaviridae|Metavirus|Cladosporium_1,116,CM068577.1,Aedes_albopictus
CM068577.1:312615043-312617211|Metaviridae|Metavirus|Cladosporium_1,723,CM068577.1,Aedes_albopictus
CM068577.1:313353057-313355093|Metaviridae|Metavirus|Cladosporium_1,679,CM068577.1,Aedes_albopictus
CM068577.1:313671929-313672186|Metaviridae|Metavirus|Cladosporium_1,86,CM068577.1,Aedes_albopictus
CM068577.1:313709902-313711554|Metaviridae|Metavirus|Cladosporium_1,483,CM068577.1,Aedes_albopictus
CM068577.1:315142259-315144412|Metaviridae|Metavirus|Cladosporium_1,718,CM068577.1,Aedes_albopictus
CM068577.1:315679073-315680158|Metaviridae|Metavirus|Cladosporium_1,362,CM068577.1,Aedes_albopictus
CM068577.1:315740895-315741878|Metaviridae|Metavirus|Cladosporium_1,328,CM068577.1,Aedes_albopictus
CM068577.1:316462695-316463423|Metaviridae|Metavirus|Cladosporium_1,243,CM068577.1,Aedes_albopictus
CM068577.1:316680319-316682346|Metaviridae|Metavirus|Cladosporium_1,676,CM068577.1,Aedes_albopictus
CM068577.1:318001016-318003115|Metaviridae|Metavirus|Cladosporium_1,700,CM068577.1,Aedes_albopictus
CM068577.1:319493319-319495289|Metaviridae|Metavirus|Cladosporium_1,657,CM068577.1,Aedes_albopictus
CM068577.1:319924328-319926487|Metaviridae|Metavirus|Cladosporium_1,720,CM068577.1,Aedes_albopictus
CM068577.1:320887025-320889118|Metaviridae|Metavirus|Cladosporium_1,698,CM068577.1,Aedes_albopictus
CM068577.1:322996899-322999046|Metaviridae|Metavirus|Cladosporium_1,716,CM068577.1,Aedes_albopictus
CM068577.1:325251996-325254056|Metaviridae|Metavirus|Cladosporium_1,687,CM068577.1,Aedes_albopictus
CM068577.1:325426611-325427030|Metaviridae|Metavirus|Cladosporium_1,124,CM068577.1,Aedes_albopictus
CM068577.1:327366989-327369217|Metaviridae|Metavirus|Cladosporium_1,743,CM068577.1,Aedes_albopictus
CM068577.1:330095144-330095314|Metaviridae|Metavirus|Cladosporium_1,57,CM068577.1,Aedes_albopictus
CM068577.1:335313288-335313803|Metaviridae|Metavirus|Cladosporium_1,169,CM068577.1,Aedes_albopictus
CM068577.1:337181277-337183490|Metaviridae|Metavirus|Cladosporium_1,738,CM068577.1,Aedes_albopictus
CM068577.1:337388920-337390995|Metaviridae|Metavirus|Cladosporium_1,692,CM068577.1,Aedes_albopictus
CM068579.1:928029-930170|Metaviridae|Metavirus|Cladosporium_1,714,CM068579.1,Aedes_albopictus
CM068579.1:979110-981185|Metaviridae|Metavirus|Cladosporium_1,692,CM068579.1,Aedes_albopictus
CM068579.1:1461070-1462335|Metaviridae|Metavirus|Cladosporium_1,422,CM068579.1,Aedes_albopictus
CM068579.1:1952371-1954410|Metaviridae|Metavirus|Cladosporium_1,680,CM068579.1,Aedes_albopictus
CM068579.1:2033398-2034420|Metaviridae|Metavirus|Cladosporium_1,312,CM068579.1,Aedes_albopictus
CM068579.1:3607542-3608462|Metaviridae|Metavirus|Cladosporium_1,307,CM068579.1,Aedes_albopictus
CM068579.1:4336620-4338695|Metaviridae|Metavirus|Cladosporium_1,692,CM068579.1,Aedes_albopictus
CM068579.1:5036633-5038783|Metaviridae|Metavirus|Cladosporium_1,717,CM068579.1,Aedes_albopictus
CM068579.1:8357108-8358481|Metaviridae|Metavirus|Cladosporium_1,458,CM068579.1,Aedes_albopictus
CM068579.1:13699136-13699486|Metaviridae|Metavirus|Cladosporium_1,117,CM068579.1,Aedes_albopictus
CM068579.1:13722804-13724867|Metaviridae|Metavirus|Cladosporium_1,688,CM068579.1,Aedes_albopictus
CM068579.1:15254287-15256440|Metaviridae|Metavirus|Cladosporium_1,718,CM068579.1,Aedes_albopictus
CM068579.1:15889291-15891444|Metaviridae|Metavirus|Cladosporium_1,718,CM068579.1,Aedes_albopictus
CM068579.1:18576458-18578536|Metaviridae|Metavirus|Cladosporium_1,693,CM068579.1,Aedes_albopictus
CM068579.1:19331326-19333419|Metaviridae|Metavirus|Cladosporium_1,698,CM068579.1,Aedes_albopictus
CM068579.1:21886748-21888895|Metaviridae|Metavirus|Cladosporium_1,716,CM068579.1,Aedes_albopictus
CM068579.1:23934906-23935520|Metaviridae|Metavirus|Cladosporium_1,205,CM068579.1,Aedes_albopictus
CM068579.1:24221580-24221855|Metaviridae|Metavirus|Cladosporium_1,43,CM068579.1,Aedes_albopictus
CM068579.1:24519040-24521187|Metaviridae|Metavirus|Cladosporium_1,716,CM068579.1,Aedes_albopictus
CM068579.1:31135597-31135812|Metaviridae|Metavirus|Cladosporium_1,72,CM068579.1,Aedes_albopictus
CM068579.1:31595754-31595891|Metaviridae|Metavirus|Cladosporium_1,46,CM068579.1,Aedes_albopictus
CM068579.1:31595926-31596261|Metaviridae|Metavirus|Cladosporium_1,42,CM068579.1,Aedes_albopictus
CM068579.1:31595926-31596261|Metaviridae|Metavirus|Cladosporium_2,61,CM068579.1,Aedes_albopictus
CM068579.1:33073620-33075746|Metaviridae|Metavirus|Cladosporium_1,709,CM068579.1,Aedes_albopictus
CM068579.1:35359846-35360430|Metaviridae|Metavirus|Cladosporium_1,195,CM068579.1,Aedes_albopictus
CM068579.1:36296963-36297346|Metaviridae|Metavirus|Cladosporium_1,128,CM068579.1,Aedes_albopictus
CM068579.1:36297378-36297536|Metaviridae|Metavirus|Cladosporium_1,53,CM068579.1,Aedes_albopictus
CM068579.1:39595755-39597851|Metaviridae|Metavirus|Cladosporium_1,699,CM068579.1,Aedes_albopictus
CM068579.1:40127534-40128040|Metaviridae|Metavirus|Cladosporium_1,169,CM068579.1,Aedes_albopictus
CM068579.1:42758046-42760058|Metaviridae|Metavirus|Cladosporium_1,671,CM068579.1,Aedes_albopictus
CM068579.1:44392144-44394276|Metaviridae|Metavirus|Cladosporium_1,711,CM068579.1,Aedes_albopictus
CM068579.1:48017431-48019566|Metaviridae|Metavirus|Cladosporium_1,712,CM068579.1,Aedes_albopictus
CM068579.1:48115436-48117439|Metaviridae|Metavirus|Cladosporium_1,668,CM068579.1,Aedes_albopictus
CM068579.1:48766942-48769017|Metaviridae|Metavirus|Cladosporium_1,692,CM068579.1,Aedes_albopictus
CM068579.1:49489359-49491164|Metaviridae|Metavirus|Cladosporium_1,602,CM068579.1,Aedes_albopictus
CM068579.1:51274731-51276914|Metaviridae|Metavirus|Cladosporium_1,232,CM068579.1,Aedes_albopictus
CM068579.1:51274731-51276914|Metaviridae|Metavirus|Cladosporium_2,462,CM068579.1,Aedes_albopictus
CM068579.1:51912008-51913253|Metaviridae|Metavirus|Cladosporium_1,57,CM068579.1,Aedes_albopictus
CM068579.1:51912008-51913253|Metaviridae|Metavirus|Cladosporium_2,327,CM068579.1,Aedes_albopictus
CM068579.1:52253215-52253871|Metaviridae|Metavirus|Cladosporium_1,219,CM068579.1,Aedes_albopictus
CM068579.1:55746155-55748287|Metaviridae|Metavirus|Cladosporium_1,711,CM068579.1,Aedes_albopictus
CM068579.1:58585392-58587575|Metaviridae|Metavirus|Cladosporium_1,728,CM068579.1,Aedes_albopictus
CM068579.1:59981644-59983434|Metaviridae|Metavirus|Cladosporium_1,467,CM068579.1,Aedes_albopictus
CM068579.1:59981644-59983434|Metaviridae|Metavirus|Cladosporium_2,129,CM068579.1,Aedes_albopictus
CM068579.1:60876311-60877045|Metaviridae|Metavirus|Cladosporium_1,245,CM068579.1,Aedes_albopictus
CM068579.1:63400176-63400697|Metaviridae|Metavirus|Cladosporium_1,51,CM068579.1,Aedes_albopictus
CM068579.1:63400176-63400697|Metaviridae|Metavirus|Cladosporium_2,70,CM068579.1,Aedes_albopictus
CM068579.1:64488771-64491003|Metaviridae|Metavirus|Cladosporium_1,308,CM068579.1,Aedes_albopictus
CM068579.1:64488771-64491003|Metaviridae|Metavirus|Cladosporium_2,428,CM068579.1,Aedes_albopictus
CM068579.1:65166400-65168673|Metaviridae|Metavirus|Cladosporium_1,758,CM068579.1,Aedes_albopictus
CM068579.1:69025997-69028156|Metaviridae|Metavirus|Cladosporium_1,720,CM068579.1,Aedes_albopictus
CM068579.1:70535695-70537854|Metaviridae|Metavirus|Cladosporium_1,307,CM068579.1,Aedes_albopictus
CM068579.1:70535695-70537854|Metaviridae|Metavirus|Cladosporium_2,283,CM068579.1,Aedes_albopictus
CM068579.1:71644458-71646536|Metaviridae|Metavirus|Cladosporium_1,693,CM068579.1,Aedes_albopictus
CM068579.1:72081918-72084074|Metaviridae|Metavirus|Cladosporium_1,719,CM068579.1,Aedes_albopictus
CM068579.1:75002594-75004675|Metaviridae|Metavirus|Cladosporium_1,694,CM068579.1,Aedes_albopictus
CM068579.1:75501268-75502173|Metaviridae|Metavirus|Cladosporium_1,302,CM068579.1,Aedes_albopictus
CM068579.1:83835400-83837505|Metaviridae|Metavirus|Cladosporium_1,702,CM068579.1,Aedes_albopictus
CM068579.1:84712995-84715055|Metaviridae|Metavirus|Cladosporium_1,687,CM068579.1,Aedes_albopictus
CM068579.1:87173236-87175410|Metaviridae|Metavirus|Cladosporium_1,725,CM068579.1,Aedes_albopictus
CM068579.1:89760249-89761382|Metaviridae|Metavirus|Cladosporium_1,378,CM068579.1,Aedes_albopictus
CM068579.1:92657470-92659611|Metaviridae|Metavirus|Cladosporium_1,714,CM068579.1,Aedes_albopictus
CM068579.1:93876939-93879017|Metaviridae|Metavirus|Cladosporium_1,693,CM068579.1,Aedes_albopictus
CM068579.1:94059632-94061737|Metaviridae|Metavirus|Cladosporium_1,702,CM068579.1,Aedes_albopictus
CM068579.1:96326732-96326992|Metaviridae|Metavirus|Cladosporium_1,75,CM068579.1,Aedes_albopictus
CM068579.1:100637557-100638456|Metaviridae|Metavirus|Cladosporium_1,300,CM068579.1,Aedes_albopictus
CM068579.1:102358774-102360867|Metaviridae|Metavirus|Cladosporium_1,698,CM068579.1,Aedes_albopictus
CM068579.1:103034542-103036509|Metaviridae|Metavirus|Cladosporium_1,656,CM068579.1,Aedes_albopictus
CM068579.1:104792428-104793645|Metaviridae|Metavirus|Cladosporium_1,406,CM068579.1,Aedes_albopictus
CM068579.1:105135774-105137450|Metaviridae|Metavirus|Cladosporium_1,559,CM068579.1,Aedes_albopictus
CM068579.1:106082609-106084696|Metaviridae|Metavirus|Cladosporium_1,696,CM068579.1,Aedes_albopictus
CM068579.1:109502986-109505061|Metaviridae|Metavirus|Cladosporium_1,692,CM068579.1,Aedes_albopictus
CM068579.1:110409379-110411493|Metaviridae|Metavirus|Cladosporium_1,705,CM068579.1,Aedes_albopictus
CM068579.1:111083224-111085329|Metaviridae|Metavirus|Cladosporium_1,702,CM068579.1,Aedes_albopictus
CM068579.1:118180375-118182612|Metaviridae|Metavirus|Cladosporium_1,746,CM068579.1,Aedes_albopictus
CM068579.1:118792443-118794545|Metaviridae|Metavirus|Cladosporium_1,701,CM068579.1,Aedes_albopictus
CM068579.1:120744000-120746174|Metaviridae|Metavirus|Cladosporium_1,725,CM068579.1,Aedes_albopictus
CM068579.1:122196265-122198274|Metaviridae|Metavirus|Cladosporium_1,655,CM068579.1,Aedes_albopictus
CM068579.1:122399474-122401630|Metaviridae|Metavirus|Cladosporium_1,719,CM068579.1,Aedes_albopictus
CM068579.1:123551613-123553757|Metaviridae|Metavirus|Cladosporium_1,715,CM068579.1,Aedes_albopictus
CM068579.1:128148243-128150399|Metaviridae|Metavirus|Cladosporium_1,719,CM068579.1,Aedes_albopictus
CM068579.1:129352923-129354572|Metaviridae|Metavirus|Cladosporium_1,550,CM068579.1,Aedes_albopictus
CM068579.1:129658116-129660263|Metaviridae|Metavirus|Cladosporium_1,716,CM068579.1,Aedes_albopictus
CM068579.1:130087243-130089324|Metaviridae|Metavirus|Cladosporium_1,694,CM068579.1,Aedes_albopictus
CM068579.1:131375277-131377382|Metaviridae|Metavirus|Cladosporium_1,702,CM068579.1,Aedes_albopictus
CM068579.1:132438402-132438542|Metaviridae|Metavirus|Cladosporium_1,47,CM068579.1,Aedes_albopictus
CM068579.1:133601401-133603527|Metaviridae|Metavirus|Cladosporium_1,709,CM068579.1,Aedes_albopictus
CM068579.1:136379237-136381408|Metaviridae|Metavirus|Cladosporium_1,709,CM068579.1,Aedes_albopictus
CM068579.1:136464926-136467124|Metaviridae|Metavirus|Cladosporium_1,733,CM068579.1,Aedes_albopictus
CM068579.1:136496917-136498848|Metaviridae|Metavirus|Cladosporium_1,644,CM068579.1,Aedes_albopictus
CM068579.1:136630725-136632902|Metaviridae|Metavirus|Cladosporium_1,726,CM068579.1,Aedes_albopictus
CM068579.1:142397591-142399630|Metaviridae|Metavirus|Cladosporium_1,680,CM068579.1,Aedes_albopictus
CM068579.1:144056558-144057715|Metaviridae|Metavirus|Cladosporium_1,386,CM068579.1,Aedes_albopictus
CM068579.1:148702614-148704647|Metaviridae|Metavirus|Cladosporium_1,678,CM068579.1,Aedes_albopictus
CM068579.1:151088598-151088930|Metaviridae|Metavirus|Cladosporium_1,111,CM068579.1,Aedes_albopictus
CM068579.1:152314361-152316511|Metaviridae|Metavirus|Cladosporium_1,717,CM068579.1,Aedes_albopictus
CM068579.1:153222688-153224760|Metaviridae|Metavirus|Cladosporium_1,691,CM068579.1,Aedes_albopictus
CM068579.1:155044432-155044614|Metaviridae|Metavirus|Cladosporium_1,61,CM068579.1,Aedes_albopictus
CM068579.1:155705935-155706036|Metaviridae|Metavirus|Cladosporium_1,34,CM068579.1,Aedes_albopictus
CM068579.1:155921793-155923949|Metaviridae|Metavirus|Cladosporium_1,604,CM068579.1,Aedes_albopictus
CM068579.1:156045388-156047481|Metaviridae|Metavirus|Cladosporium_1,698,CM068579.1,Aedes_albopictus
CM068579.1:157084124-157086196|Metaviridae|Metavirus|Cladosporium_1,691,CM068579.1,Aedes_albopictus
CM068579.1:157226197-157228167|Metaviridae|Metavirus|Cladosporium_1,181,CM068579.1,Aedes_albopictus
CM068579.1:157226197-157228167|Metaviridae|Metavirus|Cladosporium_2,462,CM068579.1,Aedes_albopictus
CM068579.1:157273172-157275259|Metaviridae|Metavirus|Cladosporium_1,696,CM068579.1,Aedes_albopictus
CM068579.1:157473654-157475810|Metaviridae|Metavirus|Cladosporium_1,719,CM068579.1,Aedes_albopictus
CM068579.1:158735874-158738057|Metaviridae|Metavirus|Cladosporium_1,728,CM068579.1,Aedes_albopictus
CM068579.1:160161067-160163064|Metaviridae|Metavirus|Cladosporium_1,666,CM068579.1,Aedes_albopictus
CM068579.1:160244979-160247129|Metaviridae|Metavirus|Cladosporium_1,717,CM068579.1,Aedes_albopictus
CM068579.1:161442365-161444404|Metaviridae|Metavirus|Cladosporium_1,413,CM068579.1,Aedes_albopictus
CM068579.1:161442365-161444404|Metaviridae|Metavirus|Cladosporium_2,264,CM068579.1,Aedes_albopictus
CM068579.1:161480524-161482671|Metaviridae|Metavirus|Cladosporium_1,716,CM068579.1,Aedes_albopictus
CM068579.1:163207816-163208262|Metaviridae|Metavirus|Cladosporium_1,149,CM068579.1,Aedes_albopictus
CM068579.1:163481912-163484101|Metaviridae|Metavirus|Cladosporium_1,534,CM068579.1,Aedes_albopictus
CM068579.1:163481912-163484101|Metaviridae|Metavirus|Cladosporium_2,193,CM068579.1,Aedes_albopictus
CM068579.1:163754756-163755397|Metaviridae|Metavirus|Cladosporium_1,167,CM068579.1,Aedes_albopictus
CM068579.1:163754756-163755397|Metaviridae|Metavirus|Cladosporium_2,34,CM068579.1,Aedes_albopictus
CM068579.1:166521850-166524153|Metaviridae|Metavirus|Cladosporium_1,34,CM068579.1,Aedes_albopictus
CM068579.1:166521850-166524153|Metaviridae|Metavirus|Cladosporium_2,728,CM068579.1,Aedes_albopictus
CM068579.1:168058157-168060355|Metaviridae|Metavirus|Cladosporium_1,733,CM068579.1,Aedes_albopictus
CM068579.1:169445027-169445476|Metaviridae|Metavirus|Cladosporium_1,144,CM068579.1,Aedes_albopictus
CM068579.1:171539519-171541681|Metaviridae|Metavirus|Cladosporium_1,721,CM068579.1,Aedes_albopictus
CM068579.1:172342970-172345165|Metaviridae|Metavirus|Cladosporium_1,732,CM068579.1,Aedes_albopictus
CM068579.1:172349941-172352097|Metaviridae|Metavirus|Cladosporium_1,719,CM068579.1,Aedes_albopictus
CM068579.1:173000617-173002770|Metaviridae|Metavirus|Cladosporium_1,718,CM068579.1,Aedes_albopictus
CM068579.1:174757445-174759484|Metaviridae|Metavirus|Cladosporium_1,680,CM068579.1,Aedes_albopictus
